"DateTime";"Laveste";"Højeste";"Middel"
"2016-02-01 00:00:00";-0,3;9,7;4,3
"2016-02-02 00:00:00";5,2;8,5;6,9
"2016-02-03 00:00:00";3;7,2;5,3
"2016-02-04 00:00:00";-1,8;5,5;2,9
"2016-02-05 00:00:00";-1,8;5,4;2,4
"2016-02-06 00:00:00";4,8;7,9;6,4
"2016-02-07 00:00:00";4;8,7;6,5
"2016-02-08 00:00:00";3,9;7,5;5,7
"2016-02-09 00:00:00";3,7;7,2;5,6
"2016-02-10 00:00:00";0,8;5,4;3,6
"2016-02-11 00:00:00";-1,4;5,7;3,3
"2016-02-12 00:00:00";-2,6;3,6;0,9
"2016-02-13 00:00:00";-2,1;1,4;0,2
"2016-02-14 00:00:00";-0,9;2,8;1,5
"2016-02-15 00:00:00";-2,9;3,3;0
"2016-02-16 00:00:00";-6,1;4,6;-0,8
"2016-02-17 00:00:00";-1,5;3,5;0,8
"2016-02-18 00:00:00";-2,1;3;1
"2016-02-19 00:00:00";-1,9;4,3;1,7
"2016-02-20 00:00:00";0,9;5,6;3,3
"2016-02-21 00:00:00";3,1;7,9;5
"2016-02-22 00:00:00";2,8;8,1;5
"2016-02-23 00:00:00";2,4;6,9;4,5
"2016-02-24 00:00:00";0,2;6,2;3,3
"2016-02-25 00:00:00";-0,6;6,4;2,3
"2016-02-26 00:00:00";-1,8;6,6;2,4
"2016-02-27 00:00:00";-4,4;3,4;0,7
"2016-02-28 00:00:00";-1,1;1,9;0,6
"2016-02-29 00:00:00";-2,6;2,5;0,4
