"DateTime";"Laveste";"Højeste";"Middel"
"2022-12-01 00:00:00";3;4,9;4
"2022-12-02 00:00:00";2,4;5,1;3,9
"2022-12-03 00:00:00";1;3,1;2,2
"2022-12-04 00:00:00";1,4;3,9;2,5
"2022-12-05 00:00:00";2,1;4,5;3,3
"2022-12-06 00:00:00";-0,6;3,5;2,2
"2022-12-07 00:00:00";-4;1,9;-0,1
"2022-12-08 00:00:00";-8;2;-3,4
"2022-12-09 00:00:00";-2,7;2;0,5
"2022-12-10 00:00:00";-0,4;2,1;0,9
"2022-12-11 00:00:00";-6,1;0,7;-3,2
"2022-12-12 00:00:00";-6,4;-2;-4,2
"2022-12-13 00:00:00";-4,7;0,8;-1,6
"2022-12-14 00:00:00";-1,2;1,9;0,4
"2022-12-15 00:00:00";-8,2;0,5;-1,8
"2022-12-16 00:00:00";-10,9;-1,6;-5,3
"2022-12-17 00:00:00";-11,6;0,1;-3,6
"2022-12-18 00:00:00";-2,2;0,9;-0,5
"2022-12-19 00:00:00";-1,3;5,3;1,4
"2022-12-20 00:00:00";4,7;7,8;6,3
"2022-12-21 00:00:00";3,6;7,8;5,5
"2022-12-22 00:00:00";3,5;6,8;5,5
"2022-12-23 00:00:00";-1,9;6,8;3,8
"2022-12-24 00:00:00";-2,9;3,3;1
"2022-12-25 00:00:00";2;5,7;4,5
"2022-12-26 00:00:00";2,8;7,8;5,5
"2022-12-27 00:00:00";1,3;5,1;3,3
"2022-12-28 00:00:00";3;7,1;5,3
"2022-12-29 00:00:00";5,6;9,4;7,3
"2022-12-30 00:00:00";5;7,3;6,2
"2022-12-31 00:00:00";5,7;10,5;8,8
