"DateTime";"Laveste";"Højeste";"Middel"
"2014-10-01 00:00:00";11;15,2;13
"2014-10-02 00:00:00";9,9;17,9;14,5
"2014-10-03 00:00:00";7,8;18,4;14
"2014-10-04 00:00:00";11,6;18,2;15,1
"2014-10-05 00:00:00";11;17,1;13,5
"2014-10-06 00:00:00";10,6;15,9;12,5
"2014-10-07 00:00:00";9,9;15,1;12,4
"2014-10-08 00:00:00";10,6;15,8;13,1
"2014-10-09 00:00:00";13,9;18,7;15,6
"2014-10-10 00:00:00";11,3;16,8;14,2
"2014-10-11 00:00:00";8,6;17,6;13,1
"2014-10-12 00:00:00";7,8;16,7;13
"2014-10-13 00:00:00";7;13;10,7
"2014-10-14 00:00:00";9,6;12;10,7
"2014-10-15 00:00:00";9,7;13,1;11,5
"2014-10-16 00:00:00";10,9;15,8;12,6
"2014-10-17 00:00:00";11;13,5;12
"2014-10-18 00:00:00";11,4;15,3;13,5
"2014-10-19 00:00:00";13,3;15,8;15
"2014-10-20 00:00:00";9,3;15,6;13,1
"2014-10-21 00:00:00";7,9;13,7;11,3
"2014-10-22 00:00:00";9,4;14,6;11,6
"2014-10-23 00:00:00";9,6;12,4;11
"2014-10-24 00:00:00";10,3;13;11,9
"2014-10-25 00:00:00";9,6;12,1;10,7
"2014-10-26 00:00:00";10;14,2;12,1
"2014-10-27 00:00:00";10,9;14,9;13,1
"2014-10-28 00:00:00";9,2;15;12
"2014-10-29 00:00:00";5,2;12,4;8,9
"2014-10-30 00:00:00";2,1;11,4;6,5
"2014-10-31 00:00:00";4,2;12;10
