"DateTime";"Laveste";"Højeste";"Middel"
"2021-10-01 00:00:00";11,2;15,9;13,7
"2021-10-02 00:00:00";12,3;14,9;13,5
"2021-10-03 00:00:00";14;17,8;16,1
"2021-10-04 00:00:00";10,7;17,5;13,4
"2021-10-05 00:00:00";9,6;14,4;11,9
"2021-10-06 00:00:00";8,2;16,7;12,7
"2021-10-07 00:00:00";5,5;18;11,6
"2021-10-08 00:00:00";8;16,7;11,3
"2021-10-09 00:00:00";7,6;15,5;11,4
"2021-10-10 00:00:00";4,1;13,9;9,8
"2021-10-11 00:00:00";7,4;14,6;10,4
"2021-10-12 00:00:00";4,7;12,8;8,5
"2021-10-13 00:00:00";2,2;13,9;7,8
"2021-10-14 00:00:00";7,7;14,7;11,2
"2021-10-15 00:00:00";7,6;14,5;10,8
"2021-10-16 00:00:00";5,8;12,7;8,9
"2021-10-17 00:00:00";6;12,7;9,2
"2021-10-18 00:00:00";4,7;9,7;8,3
"2021-10-19 00:00:00";8,6;14;11,7
"2021-10-20 00:00:00";12,7;15,5;14,4
"2021-10-21 00:00:00";6,9;13,2;10,2
"2021-10-22 00:00:00";6,2;11;8
"2021-10-23 00:00:00";3,3;13,8;8
"2021-10-24 00:00:00";4,7;12,8;9
"2021-10-25 00:00:00";4,8;11,6;9
"2021-10-26 00:00:00";8,3;13,7;10,6
"2021-10-27 00:00:00";9,3;14,7;13
"2021-10-28 00:00:00";11,2;14,6;12,9
"2021-10-29 00:00:00";8,4;13,8;11,1
"2021-10-30 00:00:00";8,2;14;11
"2021-10-31 00:00:00";10,2;14,1;11,7
