"DateTime";"Laveste";"Højeste";"Middel"
"2018-12-01 00:00:00";4,3;6,9;5,9
"2018-12-02 00:00:00";5,4;8;6,4
"2018-12-03 00:00:00";6,6;10,9;8,8
"2018-12-04 00:00:00";3,6;7,7;5,7
"2018-12-05 00:00:00";1,5;6,4;4
"2018-12-06 00:00:00";3,1;8,5;4,9
"2018-12-07 00:00:00";6,8;10;8,9
"2018-12-08 00:00:00";3,7;9,3;6,8
"2018-12-09 00:00:00";3,2;8,1;6,3
"2018-12-10 00:00:00";3;6,2;4,7
"2018-12-11 00:00:00";3,1;5,7;4,6
"2018-12-12 00:00:00";-0,2;4,9;3
"2018-12-13 00:00:00";-0,4;3,3;1,8
"2018-12-14 00:00:00";0,9;3,1;2,2
"2018-12-15 00:00:00";0,5;3,4;2,3
"2018-12-16 00:00:00";0,7;3,3;2,2
"2018-12-17 00:00:00";0,2;2,8;1,6
"2018-12-18 00:00:00";1,5;5;3,4
"2018-12-19 00:00:00";2,2;4,9;3,7
"2018-12-20 00:00:00";3,1;5;4,3
"2018-12-21 00:00:00";2,3;5,8;4,8
"2018-12-22 00:00:00";-0,8;3,2;1,1
"2018-12-23 00:00:00";-2,5;2,1;0,3
"2018-12-24 00:00:00";-2,9;2,5;-0,1
"2018-12-25 00:00:00";1,9;7,7;5,5
"2018-12-26 00:00:00";4,3;8,6;6,5
"2018-12-27 00:00:00";6,8;8,6;7,8
"2018-12-28 00:00:00";2,6;7,9;6,2
"2018-12-29 00:00:00";5,8;7,7;6,9
"2018-12-30 00:00:00";0,3;7,9;4,6
"2018-12-31 00:00:00";1,4;8,3;5,2
