"DateTime";"Laveste";"Højeste";"Middel"
"2023-02-01 00:00:00";3;6,1;4,5
"2023-02-02 00:00:00";-2;4,6;2,1
"2023-02-03 00:00:00";0,3;7,3;3,2
"2023-02-04 00:00:00";-3,9;1,4;-1
"2023-02-05 00:00:00";-2,7;2,3;0,6
"2023-02-06 00:00:00";-2,4;2,1;-0,1
"2023-02-07 00:00:00";-2,5;1,9;0,3
"2023-02-08 00:00:00";-1,6;4,4;1,9
"2023-02-09 00:00:00";-0,4;4,4;1,7
"2023-02-10 00:00:00";2,4;7,6;5,2
"2023-02-11 00:00:00";2,6;10,9;7,5
"2023-02-12 00:00:00";0,8;11,1;7
"2023-02-13 00:00:00";5,5;10,3;7,3
"2023-02-14 00:00:00";2,7;6,4;4,5
"2023-02-15 00:00:00";2;4,5;3,4
"2023-02-16 00:00:00";1,5;6,8;4,4
"2023-02-17 00:00:00";4,7;10,4;7,2
"2023-02-18 00:00:00";1,7;7,7;5,1
"2023-02-19 00:00:00";0,8;7,1;3,6
"2023-02-20 00:00:00";3,2;9,3;6,8
"2023-02-21 00:00:00";-0,9;10,5;6,1
"2023-02-22 00:00:00";1,4;5,4;3,6
"2023-02-23 00:00:00";2,6;6;4,2
"2023-02-24 00:00:00";1,5;6,7;3,1
"2023-02-25 00:00:00";-0,6;2,7;0,9
"2023-02-26 00:00:00";-1,8;5,8;1,3
"2023-02-27 00:00:00";-4,3;7,3;2,4
"2023-02-28 00:00:00";-2,3;9,9;3,4
