"DateTime";"Laveste";"Højeste";"Middel"
"2017-10-01 00:00:00";10,9;14,7;13
"2017-10-02 00:00:00";10,8;16,2;13,1
"2017-10-03 00:00:00";10,5;17,1;13,1
"2017-10-04 00:00:00";7,7;13,1;10,9
"2017-10-05 00:00:00";7,9;12,4;10,3
"2017-10-06 00:00:00";7,3;16,3;11,1
"2017-10-07 00:00:00";7,6;11,5;10,3
"2017-10-08 00:00:00";5,1;12,6;8,7
"2017-10-09 00:00:00";4,9;13,5;9,3
"2017-10-10 00:00:00";3,2;13,5;9,3
"2017-10-11 00:00:00";10,2;15,8;12,6
"2017-10-12 00:00:00";10,1;14,8;12,6
"2017-10-13 00:00:00";8,7;16,2;12,2
"2017-10-14 00:00:00";13,4;17,3;15,7
"2017-10-15 00:00:00";12,4;16,8;14,5
"2017-10-16 00:00:00";10;16,7;14,1
"2017-10-17 00:00:00";11,4;15,8;14
"2017-10-18 00:00:00";11,1;14,2;12,6
"2017-10-19 00:00:00";10,1;12,8;11,7
"2017-10-20 00:00:00";10,9;12,5;11,9
"2017-10-21 00:00:00";10,8;12,4;11,8
"2017-10-22 00:00:00";6,6;13,9;11,1
"2017-10-23 00:00:00";7,2;11,6;9,7
"2017-10-24 00:00:00";7,2;12,3;9,7
"2017-10-25 00:00:00";10,4;15,1;13
"2017-10-26 00:00:00";10,1;13,4;11,6
"2017-10-27 00:00:00";8,2;11,1;9,9
"2017-10-28 00:00:00";9,7;13,2;10,9
"2017-10-29 00:00:00";5,1;10,7;8,2
"2017-10-30 00:00:00";3,8;8,8;5,9
"2017-10-31 00:00:00";-0,1;10,5;6,9
