"DateTime";"Laveste";"Højeste";"Middel"
"2022-11-01 00:00:00";10,2;14,4;12,6
"2022-11-02 00:00:00";8;13,9;11
"2022-11-03 00:00:00";8,4;13;11,1
"2022-11-04 00:00:00";7,2;12,1;10,7
"2022-11-05 00:00:00";5,8;13,2;9,3
"2022-11-06 00:00:00";8,4;11,4;9,9
"2022-11-07 00:00:00";9;12,9;11,1
"2022-11-08 00:00:00";11,4;14,2;12,4
"2022-11-09 00:00:00";10,2;14,8;12,3
"2022-11-10 00:00:00";8,4;13;11,1
"2022-11-11 00:00:00";11,4;14,5;13
"2022-11-12 00:00:00";12,2;15;13,5
"2022-11-13 00:00:00";9,9;12,9;11,1
"2022-11-14 00:00:00";8,5;11,5;9,9
"2022-11-15 00:00:00";8,1;10,3;9,5
"2022-11-16 00:00:00";6,2;9,4;8,3
"2022-11-17 00:00:00";5;6,8;5,9
"2022-11-18 00:00:00";0,8;6,3;4
"2022-11-19 00:00:00";0,4;3,2;1,8
"2022-11-20 00:00:00";-4,3;2,5;-0,3
"2022-11-21 00:00:00";-2,4;2,5;0,2
"2022-11-22 00:00:00";0,5;4,9;3,2
"2022-11-23 00:00:00";3,4;7,6;5,9
"2022-11-24 00:00:00";4,9;7,4;6,2
"2022-11-25 00:00:00";6;7,9;7
"2022-11-26 00:00:00";5,7;9;7,1
"2022-11-27 00:00:00";6,2;8,3;7,4
"2022-11-28 00:00:00";5,1;8,1;6,8
"2022-11-29 00:00:00";4,2;6,7;5,5
"2022-11-30 00:00:00";3,3;5,7;4,4
