"DateTime";"Laveste";"Højeste";"Middel"
"2021-11-01 00:00:00";9,7;13,9;11,7
"2021-11-02 00:00:00";5,1;11,6;9,8
"2021-11-03 00:00:00";1,6;10,5;6,5
"2021-11-04 00:00:00";6,5;9,6;8,2
"2021-11-05 00:00:00";7;11,2;8,7
"2021-11-06 00:00:00";8,4;12,2;10,1
"2021-11-07 00:00:00";5,3;11,2;8,9
"2021-11-08 00:00:00";4,7;8,9;6,6
"2021-11-09 00:00:00";5,2;12,1;8,8
"2021-11-10 00:00:00";8,6;11,9;10,2
"2021-11-11 00:00:00";5,7;11,7;9,7
"2021-11-12 00:00:00";3;10,7;7,9
"2021-11-13 00:00:00";6,9;9,9;8,1
"2021-11-14 00:00:00";7;8,6;7,8
"2021-11-15 00:00:00";6,8;8,5;7,6
"2021-11-16 00:00:00";4,6;7,5;6,6
"2021-11-17 00:00:00";3,6;7,6;5,6
"2021-11-18 00:00:00";4,8;12,9;8,8
"2021-11-19 00:00:00";9,7;13,7;12,1
"2021-11-20 00:00:00";8,8;12,5;10,5
"2021-11-21 00:00:00";1,4;9,9;6,4
"2021-11-22 00:00:00";-2;7,5;3
"2021-11-23 00:00:00";4,6;8,8;7,5
"2021-11-24 00:00:00";6,8;8,8;7,8
"2021-11-25 00:00:00";3,7;7,4;6,1
"2021-11-26 00:00:00";1,6;5,3;3,6
"2021-11-27 00:00:00";1,9;4,2;3,1
"2021-11-28 00:00:00";1,9;4,1;2,9
"2021-11-29 00:00:00";-2,7;2,7;0,7
"2021-11-30 00:00:00";-3,4;5,4;1,2
