"DateTime";"Laveste";"Højeste";"Middel"
"2017-01-01 00:00:00";2;8,9;6,1
"2017-01-02 00:00:00";-2,9;3,3;0,9
"2017-01-03 00:00:00";-3,1;7,7;3,4
"2017-01-04 00:00:00";-3,6;5,2;1,9
"2017-01-05 00:00:00";-7,9;-3;-5,8
"2017-01-06 00:00:00";-10,8;-2,7;-5,8
"2017-01-07 00:00:00";-3,6;3,1;-0,4
"2017-01-08 00:00:00";-1,6;1,1;-0,3
"2017-01-09 00:00:00";0,2;3,5;2,2
"2017-01-10 00:00:00";0,7;2,5;1,7
"2017-01-11 00:00:00";0,7;5,1;2,8
"2017-01-12 00:00:00";1;5,1;3,3
"2017-01-13 00:00:00";-2,8;2,3;0,7
"2017-01-14 00:00:00";-4,2;3,2;0,4
"2017-01-15 00:00:00";-4,1;1,8;-0,3
"2017-01-16 00:00:00";-5,5;2;-1,5
"2017-01-17 00:00:00";-2,5;1,1;-0,8
"2017-01-18 00:00:00";0,8;3,5;2,2
"2017-01-19 00:00:00";1,9;6,2;4,3
"2017-01-20 00:00:00";0,2;8,3;5,1
"2017-01-21 00:00:00";-0,2;4,1;2,9
"2017-01-22 00:00:00";1,4;3,4;2,7
"2017-01-23 00:00:00";-0,5;3,3;1,8
"2017-01-24 00:00:00";0,8;4,6;2,9
"2017-01-25 00:00:00";-0,1;4,4;1,6
"2017-01-26 00:00:00";-1,2;2,3;0,5
"2017-01-27 00:00:00";-0,3;4,5;1,8
"2017-01-28 00:00:00";-2,1;4,5;1,3
"2017-01-29 00:00:00";-1,5;4;1,9
"2017-01-30 00:00:00";0,9;4,1;3,2
"2017-01-31 00:00:00";1,5;3,3;2,6
