"DateTime";"Laveste";"Højeste";"Middel"
"2013-12-01 00:00:00";2,7;9,7;7,1
"2013-12-02 00:00:00";-2,4;6,7;2,8
"2013-12-03 00:00:00";3,2;6,6;5,5
"2013-12-04 00:00:00";3,3;7,9;5,9
"2013-12-05 00:00:00";2,4;6,4;4,4
"2013-12-06 00:00:00";-0,1;4,3;3
"2013-12-07 00:00:00";-3,6;3,2;0,8
"2013-12-08 00:00:00";-5,8;8;3
"2013-12-09 00:00:00";2,7;7,4;5,1
"2013-12-10 00:00:00";5;9;7,4
"2013-12-11 00:00:00";4,4;7,3;6,3
"2013-12-12 00:00:00";0,7;6,4;3,5
"2013-12-13 00:00:00";3,6;6,3;5,2
"2013-12-14 00:00:00";1,9;5,7;4,6
"2013-12-15 00:00:00";2,8;9,2;6,5
"2013-12-16 00:00:00";5,5;10,5;7,6
"2013-12-17 00:00:00";-0,6;9,8;5,5
"2013-12-18 00:00:00";-1,2;6,4;4,7
"2013-12-19 00:00:00";3,8;6,9;6
"2013-12-20 00:00:00";1,7;6;4,4
"2013-12-21 00:00:00";5;7;6,1
"2013-12-22 00:00:00";4,6;8,4;6,8
"2013-12-23 00:00:00";3,5;6,5;5,2
"2013-12-24 00:00:00";6;10,4;8,7
"2013-12-25 00:00:00";5;10;8
"2013-12-26 00:00:00";-0,3;6,3;3,9
"2013-12-27 00:00:00";3,9;6,5;5,3
"2013-12-28 00:00:00";2,9;7,4;6,2
"2013-12-29 00:00:00";2,2;6,3;5,3
"2013-12-30 00:00:00";3,6;6;5
"2013-12-31 00:00:00";3,5;5,8;4,5
