"DateTime";"Laveste";"Højeste";"Middel"
"2022-10-01 00:00:00";10,1;13,5;12
"2022-10-02 00:00:00";9,3;17,3;12,2
"2022-10-03 00:00:00";9,8;16,4;12,7
"2022-10-04 00:00:00";7,4;17;12,4
"2022-10-05 00:00:00";13,3;16,3;14,8
"2022-10-06 00:00:00";12;17,9;14,4
"2022-10-07 00:00:00";10,9;16,6;13,4
"2022-10-08 00:00:00";8,8;16,6;12,7
"2022-10-09 00:00:00";7;16,2;11
"2022-10-10 00:00:00";9,3;14,3;12,2
"2022-10-11 00:00:00";7,3;14,8;10,6
"2022-10-12 00:00:00";6;14,6;10,6
"2022-10-13 00:00:00";9,8;13,9;11,9
"2022-10-14 00:00:00";8,7;15,9;12,6
"2022-10-15 00:00:00";11,5;16,1;13,5
"2022-10-16 00:00:00";10;17,4;13,5
"2022-10-17 00:00:00";5,7;17,3;12,3
"2022-10-18 00:00:00";10,7;16,3;12,9
"2022-10-19 00:00:00";1,5;12,2;8,1
"2022-10-20 00:00:00";-0,7;12;7
"2022-10-21 00:00:00";8,9;12,2;10,8
"2022-10-22 00:00:00";10,8;15;12,7
"2022-10-23 00:00:00";10;15,1;12,4
"2022-10-24 00:00:00";10,5;17,5;13,8
"2022-10-25 00:00:00";10,6;16,1;13,4
"2022-10-26 00:00:00";9;14,1;11,9
"2022-10-27 00:00:00";11;16,4;13,7
"2022-10-28 00:00:00";10,8;18,9;14,5
"2022-10-29 00:00:00";10,8;15,9;13,4
"2022-10-30 00:00:00";10,9;17;13,2
"2022-10-31 00:00:00";9,7;16,4;13,2
