"DateTime";"Laveste";"Højeste";"Middel"
"2014-11-01 00:00:00";11,4;14,1;12,5
"2014-11-02 00:00:00";10,7;15,7;13,1
"2014-11-03 00:00:00";11,9;14,4;13,1
"2014-11-04 00:00:00";9,2;14;12
"2014-11-05 00:00:00";7,8;11,5;9
"2014-11-06 00:00:00";7,4;9,5;8,3
"2014-11-07 00:00:00";4,8;11,3;8,2
"2014-11-08 00:00:00";8,1;11,3;9,8
"2014-11-09 00:00:00";7,9;12,7;10
"2014-11-10 00:00:00";8,3;10,4;9,6
"2014-11-11 00:00:00";6,2;11,2;9,4
"2014-11-12 00:00:00";8,3;12,2;10,8
"2014-11-13 00:00:00";9,5;10,8;10,1
"2014-11-14 00:00:00";9;10,9;9,7
"2014-11-15 00:00:00";8,8;10,5;9,4
"2014-11-16 00:00:00";7,5;9,7;8,4
"2014-11-17 00:00:00";7,4;9,5;8,3
"2014-11-18 00:00:00";5,5;8,8;7,4
"2014-11-19 00:00:00";4,3;6,1;5,4
"2014-11-20 00:00:00";4,2;6,6;5,6
"2014-11-21 00:00:00";4,7;7,8;6,2
"2014-11-22 00:00:00";5;7,7;6,5
"2014-11-23 00:00:00";5,7;8,8;7,3
"2014-11-24 00:00:00";5,5;9,6;7,9
"2014-11-25 00:00:00";2,4;9,5;5,7
"2014-11-26 00:00:00";2,9;7,5;6,3
"2014-11-27 00:00:00";4;8;5,9
"2014-11-28 00:00:00";3;6,3;4,4
"2014-11-29 00:00:00";1,9;4,7;3,3
"2014-11-30 00:00:00";1,9;4,7;3
