"DateTime";"Laveste";"Højeste";"Middel"
"2017-03-01 00:00:00";1,5;7,6;4,4
"2017-03-02 00:00:00";1,2;6,3;3,9
"2017-03-03 00:00:00";0,6;8,3;5
"2017-03-04 00:00:00";0,6;7,4;4,3
"2017-03-05 00:00:00";1,7;5,3;3,9
"2017-03-06 00:00:00";-0,2;3,1;1,7
"2017-03-07 00:00:00";-1,5;2,5;-0,1
"2017-03-08 00:00:00";-1,3;5,5;2
"2017-03-09 00:00:00";2,7;6,9;5,1
"2017-03-10 00:00:00";-0,7;9,6;5,8
"2017-03-11 00:00:00";-0,1;9,7;4,1
"2017-03-12 00:00:00";-0,6;4,7;2,5
"2017-03-13 00:00:00";0,1;6,2;3,7
"2017-03-14 00:00:00";0;10,7;6,5
"2017-03-15 00:00:00";4,6;11,4;7,5
"2017-03-16 00:00:00";3,9;13,7;8
"2017-03-17 00:00:00";2,2;10,3;6,2
"2017-03-18 00:00:00";2,2;7,3;3,9
"2017-03-19 00:00:00";-2,9;4,8;2,4
"2017-03-20 00:00:00";2,6;9,5;6,3
"2017-03-21 00:00:00";1,9;10,9;6,5
"2017-03-22 00:00:00";0,9;11,7;6,7
"2017-03-23 00:00:00";-1,3;11,7;5,4
"2017-03-24 00:00:00";-1,6;12,4;5,6
"2017-03-25 00:00:00";3,4;12,1;7
"2017-03-26 00:00:00";1;14,7;6,8
"2017-03-27 00:00:00";3,3;14;7,9
"2017-03-28 00:00:00";1,9;12,4;6,5
"2017-03-29 00:00:00";0,4;8;5,2
"2017-03-30 00:00:00";5;12,5;8,1
"2017-03-31 00:00:00";6,1;18,9;12,4
