"DateTime";"Laveste";"Højeste";"Middel"
"2020-01-01 00:00:00";0,8;6;4
"2020-01-02 00:00:00";0,9;3,1;1,9
"2020-01-03 00:00:00";2,2;7,3;5,1
"2020-01-04 00:00:00";0,3;6;4,1
"2020-01-05 00:00:00";-1,7;5,8;2,6
"2020-01-06 00:00:00";4,5;7,2;6
"2020-01-07 00:00:00";3,6;7,5;5,4
"2020-01-08 00:00:00";3,5;10;7,2
"2020-01-09 00:00:00";1,5;9,4;5,6
"2020-01-10 00:00:00";4,4;9,2;6,5
"2020-01-11 00:00:00";3,3;6,4;5
"2020-01-12 00:00:00";4,1;6,7;5,9
"2020-01-13 00:00:00";4;6,2;5,3
"2020-01-14 00:00:00";4,5;8,7;6,3
"2020-01-15 00:00:00";4,9;11,9;10
"2020-01-16 00:00:00";4,1;8,6;6,2
"2020-01-17 00:00:00";4,5;7,6;5,9
"2020-01-18 00:00:00";3,7;7,4;5,9
"2020-01-19 00:00:00";-0,6;7,2;3,8
"2020-01-20 00:00:00";-1,6;7,4;5
"2020-01-21 00:00:00";5,6;8,1;6,7
"2020-01-22 00:00:00";-2;8,8;5,2
"2020-01-23 00:00:00";-2,2;6,1;4
"2020-01-24 00:00:00";5,3;7,7;6,4
"2020-01-25 00:00:00";3,3;8,2;5,8
"2020-01-26 00:00:00";3,1;5,4;4,3
"2020-01-27 00:00:00";2,8;6,4;4,6
"2020-01-28 00:00:00";3,1;6,6;5,2
"2020-01-29 00:00:00";2,1;6,1;4,4
"2020-01-30 00:00:00";3,4;8,4;6,1
"2020-01-31 00:00:00";5,6;8,8;7,5
